environment,mode,seed,method,step,current_return,hard_br_return,hard_exploitability,regularized_gap,field_norm,hard_br_residual,hard_br_iterations,soft_br_residual,soft_br_iterations
CyclicControl,neural,42,QP+G,35,-3.9435926736395656e-05,-0.11249141237714201,0.1571012535123471,0.020622280981947728,0.016309700854123577,8.683886942861818e-13,221,8.454761543652545e-11,160
CyclicControl,neural,42,QP+G,40,-6.865529860556651e-05,-0.11176634901323282,0.1566649415864637,0.020446040103750028,0.01624437976961108,8.627820680118248e-13,221,8.369720541634429e-11,160
CyclicControl,neural,42,QP+G,45,-9.724052066801032e-05,-0.11101279866171619,0.1560859970466988,0.02027198286565168,0.016189319420359106,8.569672749203505e-13,221,8.279910437836158e-11,160
CyclicControl,neural,42,QP+G,50,-0.00012516751025878805,-0.11019156663724339,0.15538425284203322,0.020096864752437608,0.01613700277166487,8.506251258921793e-13,221,8.184415992151806e-11,160
CyclicControl,neural,42,QP+G,55,-0.00015240660154903867,-0.1093043145517436,0.1547727744848304,0.019920704635735836,0.01608575451947621,8.437833765029268e-13,221,8.981638696670124e-11,159
CyclicControl,neural,42,QP+G,60,-0.00017892383433975735,-0.10836033983453654,0.15417526831096273,0.01974411986029334,0.016035131509860835,8.364836601160164e-13,221,8.86394187216144e-11,159
CyclicControl,neural,43,QP+G,0,0.016345614197341964,-0.5510538825665362,0.8702926223607643,0.40505152338109096,0.30808239512603297,8.759659664292485e-13,236,8.116479710551516e-11,186
CyclicControl,neural,43,QP+G,5,0.003054781939321411,-0.23183640736314687,0.4156314089199433,0.1013717489919343,0.14193033050334095,8.559819519859957e-13,228,8.26983689861116e-11,171
CyclicControl,neural,43,QP+G,10,0.00020835405623996012,-0.09755089741305137,0.21868134144351103,0.0306597579074774,0.06427243619551959,8.415490526658687e-13,222,8.953280131174246e-11,159
CyclicControl,neural,43,QP+G,15,-0.00034060821272818007,-0.07324983007042322,0.16183822005289356,0.015883145542346308,0.02956614616226583,8.442829768640081e-13,219,8.855442074073849e-11,153
CyclicControl,neural,43,QP+G,20,-0.00044539744964155515,-0.06241174046498026,0.13558351401579197,0.012725949126690497,0.015359851671033924,8.609363222333855e-13,217,8.932262915428701e-11,151
CyclicControl,neural,43,QP+G,25,-0.00045949452925353636,-0.05899488050996921,0.12712838440941795,0.012002014702032654,0.01057683511651314,8.907319326567631e-13,216,8.70864517651948e-11,151
CyclicControl,neural,43,QP+G,30,-0.00045651338225418997,-0.05694124743528893,0.12417937175174379,0.011810447220591245,0.009352431492587462,8.790329575347755e-13,216,8.75291306448589e-11,151
CyclicControl,neural,43,QP+G,35,-0.0004511596405963518,-0.0557579222541689,0.12324088918500625,0.01174353875864156,0.009078011594182188,8.822317876244767e-13,216,8.835897638559409e-11,151
CyclicControl,neural,43,QP+G,40,-0.00044554100436672766,-0.05533713984318788,0.12331855588132962,0.011708305027863092,0.009006804675865305,8.887474090002456e-13,216,8.923382432274307e-11,151
CyclicControl,neural,43,QP+G,45,-0.00043982116138576154,-0.05480635273258397,0.12327954515630736,0.011681491040244829,0.008976348172943798,8.951728247552637e-13,216,8.108418884239521e-11,152
CyclicControl,neural,43,QP+G,50,-0.00043398191753028553,-0.05423131695881709,0.12314018166632679,0.011656887826826785,0.008954009929328948,8.107958748837518e-13,217,8.183534232208967e-11,152
CyclicControl,neural,43,QP+G,55,-0.0004280144438168136,-0.053639692128802534,0.12293596295227985,0.011632868920607175,0.008933305685673566,8.15347789284715e-13,217,8.256466517420069e-11,152
CyclicControl,neural,43,QP+G,60,-0.00042191933816685637,-0.05304202331510051,0.12269321131415685,0.011609082414750392,0.008912941479796349,8.195250034148671e-13,217,8.327427376136898e-11,152
CyclicControl,neural,44,QP+G,0,-0.007749912765835717,-0.9807203269006173,1.198285556009474,0.7118698487293761,0.4620910658330043,8.285594432777543e-13,242,8.741585233451588e-11,194
CyclicControl,neural,44,QP+G,5,-0.004492657704528055,-0.36917562778930985,0.5315852809962303,0.1658638946011357,0.19133878986396213,8.943956686380261e-13,232,8.497780257243903e-11,179
CyclicControl,neural,44,QP+G,10,-0.00063691790872759,-0.14788341825800355,0.2775270622150099,0.04859693196846496,0.07956168324979324,8.323342015614799e-13,224,8.199188550328529e-11,165
CyclicControl,neural,44,QP+G,15,0.00030213872278474154,-0.12016775347968438,0.21850746967936185,0.028975789806407134,0.03650072733540623,8.349154700937333e-13,222,8.351904931536147e-11,160
CyclicControl,neural,44,QP+G,20,0.0004253744633328127,-0.11323223014372655,0.19254856452187744,0.025663798256282663,0.022403889126330834,8.740785872873857e-13,221,8.829287821698895e-11,159
CyclicControl,neural,44,QP+G,25,0.0004149192024775728,-0.11264671158900826,0.18837868518712497,0.02513665604985497,0.01898797143867832,8.695544284620382e-13,221,8.873300705314335e-11,159
CyclicControl,neural,44,QP+G,30,0.0004056230288124423,-0.11352147910933973,0.18825847908299406,0.02504212609153906,0.018315303319379018,8.762990333366361e-13,221,8.883365917866648e-11,159
CyclicControl,neural,44,QP+G,35,0.0004041312409722029,-0.11379716000457825,0.1880855438406177,0.024976618461818083,0.018169743965593527,8.784223348712317e-13,221,8.858258571109445e-11,159
CyclicControl,neural,44,QP+G,40,0.0004028921356275002,-0.11373125750450966,0.18777422248960787,0.024901611229397304,0.018115860495595663,8.779227345101503e-13,221,8.826156472352409e-11,159
CyclicControl,neural,44,QP+G,45,0.0004016809094239903,-0.11354082176095677,0.18742742337590057,0.02481915117868048,0.018078463421359894,8.76451689002522e-13,221,8.791003168473477e-11,159
CyclicControl,neural,44,QP+G,50,0.0004004743022799315,-0.11330665077123803,0.18707562489367757,0.024733116011802163,0.01804417478456336,8.74661454375314e-13,221,8.754662619847586e-11,159
CyclicControl,neural,44,QP+G,55,0.0003992708963534056,-0.11305811141736519,0.1867262046905056,0.0246456856129829,0.018010566181925813,8.727185640822199e-13,221,8.717942340252804e-11,159
CyclicControl,neural,44,QP+G,60,0.0003980707404517604,-0.11280552937934296,0.18637995310411115,0.02455787496983427,0.017977172625952515,8.707756737891259e-13,221,8.681176437430604e-11,159
CyclicControl,neural,45,QP+G,0,-0.003034287148446015,-0.5444277221668828,0.7573368560295957,0.32657396576366216,0.2969458922568231,8.654188476953095e-13,236,8.245815141805224e-11,186
CyclicControl,neural,45,QP+G,5,-0.0023307728859790523,-0.2050208156754264,0.3372601510048188,0.07930280889875682,0.12956584562016246,8.412159857584811e-13,227,8.363387066223638e-11,171
CyclicControl,neural,45,QP+G,10,-0.0009360739048039763,-0.09040196560297671,0.18886557687119787,0.02667522401560575,0.05652248855256706,8.44518899256741e-13,220,8.314386852614764e-11,159
CyclicControl,neural,45,QP+G,15,-0.0005801760160124613,-0.0727078708625607,0.14929429048326587,0.016467806427495048,0.02670528784908128,8.11004041700869e-13,218,8.178161793603866e-11,155
CyclicControl,neural,45,QP+G,20,-0.000529766732433635,-0.07799824910610684,0.14331598427389353,0.014516644632075863,0.0161632276530439,8.259365413820774e-13,218,8.419570943218879e-11,154
CyclicControl,neural,45,QP+G,25,-0.0005283463802506574,-0.07990457637591614,0.14199575321252325,0.014092943995926227,0.013333487790780044,8.461287226424474e-13,218,8.188504041495293e-11,154
CyclicControl,neural,45,QP+G,30,-0.0005298855699073953,-0.08004234248390824,0.14227442887282696,0.013937779043126566,0.012713963966770865,8.475858903622679e-13,218,8.864156110510724e-11,153
CyclicControl,neural,45,QP+G,35,-0.0005301227155130866,-0.079365986587658,0.14223566875231525,0.013824064541644527,0.012567316613907798,8.404388296412435e-13,218,8.623110558936276e-11,153
CyclicControl,neural,45,QP+G,40,-0.0005294162945419292,-0.07832343828644239,0.14200984937331018,0.013713607219637257,0.012512017378454634,8.293921105462232e-13,218,8.377891349414801e-11,153
CyclicControl,neural,45,QP+G,45,-0.000528019047432381,-0.07711770255346098,0.14166596962119862,0.013601907916522086,0.012473947751827552,8.166245457630339e-13,218,8.131535809280388e-11,153
CyclicControl,neural,45,QP+G,50,-0.0005259969543938169,-0.0758382276468083,0.14124273924952901,0.013489772849877657,0.012438914550587222,8.923001226790461e-13,217,8.762422384900326e-11,152
CyclicControl,neural,45,QP+G,55,-0.0005233674401168402,-0.074523368962741,0.1407620445720786,0.01337829710466237,0.012404162393062646,8.76826389273333e-13,217,8.492414410588012e-11,152
CyclicControl,neural,45,QP+G,60,-0.000520141499925011,-0.07318911470212144,0.1402359467292573,0.013268184508848587,0.012369152314914613,8.611306112626949e-13,217,8.22589730706258e-11,152
CyclicControl,neural,46,QP+G,0,-0.04123301142954973,-0.638779524457907,1.2853846756625782,0.6956437466297898,0.453064256245867,8.326672684688674e-13,238,8.908929149953337e-11,188
CyclicControl,neural,46,QP+G,5,-0.00397480414964042,-0.15265085645787388,0.4770051759059323,0.15059237056960184,0.17880656154326677,8.730793865652231e-13,231,8.804330875467059e-11,177
CyclicControl,neural,46,QP+G,10,-0.0002469233481062785,-0.1357517681501472,0.27576728043701465,0.058897883336104837,0.07607523712212108,8.754386104925516e-13,223,8.59953358522958e-11,165
CyclicControl,neural,46,QP+G,15,0.00026320364876950193,-0.13125431183555933,0.2244068560786227,0.04379823067927378,0.036436652360569324,8.208156376809939e-13,223,8.656630620662575e-11,164
CyclicControl,neural,46,QP+G,20,0.0003760336891810797,-0.13249095522056567,0.22685831061679854,0.04170632013936047,0.022597887792800704,8.283651542484449e-13,223,8.667091003222716e-11,164
CyclicControl,neural,46,QP+G,25,0.0003992573354348841,-0.13634709315735263,0.23372236828187634,0.04157532396191972,0.018881926960654886,8.524847494584264e-13,223,8.700676290551712e-11,164
CyclicControl,neural,46,QP+G,30,0.00040079532328727105,-0.13687266487044336,0.23461683875322026,0.04158461413468082,0.018585534258424418,8.558154185323019e-13,223,8.705402024244968e-11,164
CyclicControl,neural,46,QP+G,35,0.00040083685933551194,-0.13688924281481052,0.23464481936158477,0.04158493489435476,0.01857700267573135,8.558709296835332e-13,223,8.705540455178351e-11,164
CyclicControl,neural,46,QP+G,40,0.0004008387793229007,-0.1368900133317335,0.23464611952315023,0.04158494982481519,0.018576607332333624,8.559264408347644e-13,223,8.70554704712756e-11,164
CyclicControl,neural,46,QP+G,45,0.0004008388698763215,-0.13689004968133867,0.2346461808583338,0.04158495052921582,0.018576588684380127,8.558986852591488e-13,223,8.70554704712756e-11,164
CyclicControl,neural,46,QP+G,50,0.00040083887415110874,-0.13689005139732774,0.23464618375383817,0.041584950562469164,0.018576587804054974,8.558986852591488e-13,223,8.70554704712756e-11,164
CyclicControl,neural,46,QP+G,55,0.00040083887435300616,-0.13689005147837313,0.2346461838905911,0.041584950564039776,0.018576587762477635,8.558986852591488e-13,223,8.70554704712756e-11,164
CyclicControl,neural,46,QP+G,60,0.00040083887436249467,-0.13689005148218167,0.2346461838970178,0.04158495056411361,0.018576587760523827,8.559264408347644e-13,223,8.70554704712756e-11,164
CyclicControl,neural,47,QP+G,0,0.004240351849628015,-0.6083391387937963,1.3268712141819718,0.7667894374439163,0.5346433149169293,8.325562461664049e-13,239,8.271638929358005e-11,191
CyclicControl,neural,47,QP+G,5,-0.0008639256348863566,-0.2913557842676456,0.5344993762019816,0.18587804155270302,0.21889181171576166,8.713585408770541e-13,230,8.132544637717842e-11,177
CyclicControl,neural,47,QP+G,10,0.0004030556962899873,-0.11600938234222503,0.25744601295751707,0.05150758937999598,0.09563191516439852,8.844869281432466e-13,223,8.101699172646804e-11,166
CyclicControl,neural,47,QP+G,15,0.0007047560675484377,-0.08385527545457654,0.18135983828274466,0.024005718899914305,0.043084886765539995,8.363310044501304e-13,220,8.390000152957988e-11,158
CyclicControl,neural,47,QP+G,20,0.0007281924900455729,-0.0787801870522108,0.1631996813426853,0.018895655250144465,0.022000542943323514,8.93951579428176e-13,218,8.620021710314951e-11,155
CyclicControl,neural,47,QP+G,25,0.0007319578815195347,-0.07721395274335043,0.1583589659299121,0.017986464468024245,0.014984855476047066,8.593403766354868e-13,218,8.950267436913517e-11,154
CyclicControl,neural,47,QP+G,30,0.0007272127551213412,-0.07712940188601504,0.1571348882104857,0.017771947924862426,0.01325789269295116,8.472667012426882e-13,218,8.68330407577389e-11,154
CyclicControl,neural,47,QP+G,35,0.0007211946311384278,-0.07740129170412247,0.1559671787573897,0.017647009394578313,0.012896055516109787,8.320150124419001e-13,218,8.476252512379379e-11,154
CyclicControl,neural,47,QP+G,40,0.0007152011895965957,-0.07790845403476915,0.15496140513887272,0.017530491430211924,0.012808772367456533,8.249234628721069e-13,218,8.268975087988295e-11,154
CyclicControl,neural,47,QP+G,45,0.0007089656836051228,-0.07853924561473218,0.1540728504112867,0.017415970400718413,0.012772448162467118,8.315986788076657e-13,218,8.954535203609115e-11,153
CyclicControl,neural,47,QP+G,50,0.0007023767210357954,-0.07922333100940535,0.1532448689641579,0.01730425449202635,0.012745129464674468,8.388428840433448e-13,218,8.722213402923007e-11,153
CyclicControl,neural,47,QP+G,55,0.000695420271839782,-0.07992326370795781,0.15243903817613366,0.017195585925376348,0.012719140863747777,8.462536227327178e-13,218,8.667074870294389e-11,153
CyclicControl,neural,47,QP+G,60,0.0006881040767401774,-0.08062117981125609,0.15183030991323554,0.017089720849456154,0.012693111779352352,8.536504836342829e-13,218,8.786782065839382e-11,153
CyclicControl,neural,48,QP+G,0,0.004118032258207498,-0.14088002363661237,0.5387521857926567,0.2278287579194374,0.281348242620071,8.675282714420973e-13,233,8.649936322768781e-11,183
CyclicControl,neural,48,QP+G,5,0.0012023613160294841,-0.10113809774201785,0.2445968989774742,0.052604776184266296,0.10671978956942792,8.969214260190483e-13,223,8.791917194272969e-11,167
CyclicControl,neural,48,QP+G,10,0.00031502509660630545,-0.08778282973014276,0.149813488901697,0.018190384869658863,0.04137127648562688,8.366363157819023e-13,219,8.562827009950258e-11,156
CyclicControl,neural,48,QP+G,15,5.580611537630229e-05,-0.08181869390405418,0.12401362771670026,0.012915879090052682,0.01739779392790168,8.664596817808956e-13,218,8.573330760597297e-11,155
CyclicControl,neural,48,QP+G,20,1.1387633042761365e-05,-0.08410336305677109,0.1255475415415094,0.01230684197665401,0.00979087735045299,8.906902992933396e-13,218,8.402787840533499e-11,155
CyclicControl,neural,48,QP+G,25,3.1913678994686762e-06,-0.08464260205479618,0.12661488858695907,0.012256785035115327,0.008854340843798592,8.964079478701592e-13,218,8.388288848248937e-11,155
CyclicControl,neural,48,QP+G,30,-2.9530700058705373e-06,-0.08479693114100405,0.1271561405831223,0.012235508908858581,0.008835818521115495,8.980316490436735e-13,218,8.37291069810675e-11,155
CyclicControl,neural,48,QP+G,35,-4.7546295532065466e-06,-0.0848867201199144,0.12737888279412724,0.012234241885369063,0.008828597609010046,8.989753386146049e-13,218,8.369698684118632e-11,155
CyclicControl,neural,48,QP+G,40,-4.7546295532065466e-06,-0.0848867201199144,0.12737888279412724,0.012234241885369063,0.008828597609010046,8.989753386146049e-13,218,8.369698684118632e-11,155
CyclicControl,neural,48,QP+G,45,-4.7546295532065466e-06,-0.0848867201199144,0.12737888279412724,0.012234241885369063,0.008828597609010046,8.989753386146049e-13,218,8.369698684118632e-11,155
CyclicControl,neural,48,QP+G,50,-4.7546295532065466e-06,-0.0848867201199144,0.12737888279412724,0.012234241885369063,0.008828597609010046,8.989753386146049e-13,218,8.369698684118632e-11,155
CyclicControl,neural,48,QP+G,55,-4.7546295532065466e-06,-0.0848867201199144,0.12737888279412724,0.012234241885369063,0.008828597609010046,8.989753386146049e-13,218,8.369698684118632e-11,155
CyclicControl,neural,48,QP+G,60,-4.7546295532065466e-06,-0.0848867201199144,0.12737888279412724,0.012234241885369063,0.008828597609010046,8.989753386146049e-13,218,8.369698684118632e-11,155
CyclicControl,neural,49,QP+G,0,-0.006328067430073097,-0.19005050300060872,0.6872884070716478,0.2625407411523423,0.23469922375356775,8.781864124784988e-13,235,8.372103010856335e-11,184
CyclicControl,neural,49,QP+G,5,-0.0011979833758752104,-0.1371224538893678,0.35381014461022947,0.0729319584056573,0.10235514841781794,8.890110869685941e-13,227,8.559670333641023e-11,170
CyclicControl,neural,49,QP+G,10,-0.000996942774610932,-0.1323069855926494,0.2323224350880599,0.036786777726383536,0.045708484189672036,8.272826867994354e-13,223,8.980080221099307e-11,161
CyclicControl,neural,49,QP+G,15,-0.0011759305172292255,-0.1324041267709001,0.2115608194507306,0.031118020582396305,0.02478695285760483,8.278933094629792e-13,223,8.656663233463924e-11,161
CyclicControl,neural,49,QP+G,20,-0.001229436419043546,-0.13264918009714793,0.21774672841934622,0.03027844828864611,0.01904874009509857,8.294198661218388e-13,223,8.36230008849359e-11,161
CyclicControl,neural,49,QP+G,25,-0.0012387249808185063,-0.1321182658363038,0.22174181466526155,0.03004800613477595,0.017874637053199974,8.26116952623579e-13,223,8.131370229924606e-11,161
CyclicControl,neural,49,QP+G,30,-0.0012392037069752042,-0.1309496398088398,0.2225548763751123,0.029847752709346517,0.017638091634948404,8.188172362366686e-13,223,8.796612049888353e-11,160
CyclicControl,neural,49,QP+G,35,-0.0012378951636420497,-0.12940995693256405,0.2221718275239975,0.02963115069797451,0.01756443502143955,8.99114116492683e-13,222,8.558901851141165e-11,160
CyclicControl,neural,49,QP+G,40,-0.001235682066183271,-0.12768432734517457,0.22140355677359644,0.029408797323682775,0.01751696097402379,8.871237078267313e-13,222,8.320738542622053e-11,160
CyclicControl,neural,49,QP+G,45,-0.0012326100866377906,-0.12587268330222845,0.2205239811627085,0.02918881180159638,0.017472683034445984,8.745226764972358e-13,222,8.982160154547003e-11,159
CyclicControl,neural,49,QP+G,50,-0.0012286743250548766,-0.12402212493994827,0.21962001423562075,0.02897452048412523,0.017427864677506417,8.616302116237762e-13,222,8.721996389016162e-11,159
CyclicControl,neural,49,QP+G,55,-0.0012238809626144878,-0.12215278023699018,0.21912236000905086,0.028766949395133058,0.01738196847507283,8.486544800234697e-13,222,8.465469644725054e-11,159
CyclicControl,neural,49,QP+G,60,-0.0012182413993482824,-0.12027258867842083,0.21859530162501323,0.028566277019579187,0.01733497352521389,8.355816039085084e-13,222,8.212896335235698e-11,159
CyclicControl,neural,40,noG,0,-0.04088501394024287,-0.6785245803877038,1.0524587160640213,0.5913720828524114,0.4422803856547468,8.737455203799982e-13,238,8.539108309335575e-11,189
CyclicControl,neural,40,noG,5,-0.035667427267309745,-0.45695559646962086,0.9283789901290467,0.5038088246796015,0.43533135265670914,8.325562461664049e-13,235,8.609446489060701e-11,187
CyclicControl,neural,40,noG,10,-0.015385647254522582,-0.19219786482824436,0.7270000632875695,0.40601454672090775,0.4243710135885806,8.499867476530198e-13,236,8.242734272911889e-11,189
CyclicControl,neural,40,noG,15,0.003312395162039363,-0.08941509570459882,0.6345840809696978,0.38610587641611654,0.4148013574168508,8.665290707199347e-13,236,8.430395270764279e-11,189
CyclicControl,neural,40,noG,20,0.004170789469459545,-0.09632872700603086,0.6410682435134757,0.38648865799253435,0.4142344034515046,8.657519146026971e-13,236,8.420020236599157e-11,189
CyclicControl,neural,40,noG,25,0.004188711551507285,-0.0964732494251392,0.6412028065590174,0.3864977011614916,0.4142223447856413,8.658629369051596e-13,236,8.419781538648863e-11,189
CyclicControl,neural,40,noG,30,0.004189087413072582,-0.09647628042962758,0.6412056282581613,0.3864978912733547,0.4142220917937248,8.657519146026971e-13,236,8.419781538648863e-11,189
CyclicControl,neural,40,noG,35,0.004189095296366115,-0.09647634400173513,0.6412056874401209,0.3864978952609495,0.41422208648744735,8.657519146026971e-13,236,8.41977598753374e-11,189
CyclicControl,neural,40,noG,40,0.004189095461709446,-0.09647634533508964,0.6412056886813968,0.3864978953445848,0.4142220863761536,8.657519146026971e-13,236,8.419770436418617e-11,189
CyclicControl,neural,40,noG,45,0.0041890954651855015,-0.09647634536312132,0.641205688707493,0.38649789534634277,0.414222086373814,8.657519146026971e-13,236,8.41977598753374e-11,189
CyclicControl,neural,40,noG,50,0.004189095465255565,-0.0964763453636861,0.6412056887080191,0.3864978953463796,0.41422208637376706,8.658629369051596e-13,236,8.419770436418617e-11,189
CyclicControl,neural,40,noG,55,0.004189095465266185,-0.09647634536377173,0.6412056887080987,0.386497895346383,0.41422208637376,8.657519146026971e-13,236,8.41977598753374e-11,189
CyclicControl,neural,40,noG,60,0.004189095465266185,-0.09647634536377173,0.6412056887080987,0.386497895346383,0.41422208637376,8.657519146026971e-13,236,8.41977598753374e-11,189
CyclicControl,neural,41,noG,0,-0.02947827835436645,-0.4144462975348892,1.1463252885644828,0.5854211970591852,0.396096270091797,8.482103908136196e-13,239,8.626166447811556e-11,190
CyclicControl,neural,41,noG,5,-0.011363106068836648,-0.1419012658739389,0.9694201518352085,0.5426971439486536,0.39750796552068446,8.630873793435967e-13,240,8.438216791972764e-11,192
CyclicControl,neural,41,noG,10,0.0009421231860471276,-0.0873996373481419,0.9222488023738974,0.5360701746755425,0.3976166916384691,8.708589405159728e-13,240,8.54938342342848e-11,192
CyclicControl,neural,41,noG,15,0.004820035548190227,-0.09767086218093107,0.9279390321520335,0.5358168870327894,0.39730694170080594,8.659739592076221e-13,240,8.477807345030897e-11,192
CyclicControl,neural,41,noG,20,0.0066370462275562765,-0.1033739119483971,0.9303400345011955,0.5358757788603554,0.39711804697157604,8.624212455288216e-13,240,8.426426223451244e-11,192
CyclicControl,neural,41,noG,25,0.007705373092372772,-0.10761410427545132,0.9322793780476255,0.5359477181169247,0.39699572957371365,8.602007994795713e-13,240,8.390710348749053e-11,192
CyclicControl,neural,41,noG,30,0.008427953154246264,-0.11220318234405102,0.935156647052257,0.5360083921625995,0.3969087508463,8.583134203377085e-13,240,8.364131609539527e-11,192
